service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"TA+b00bb","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00bd","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00be","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00bf","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00bg","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00bh","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00bo","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00bw","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00bx","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00by","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00bz","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00c4","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00c5","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00cg","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ch","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00ci","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00cj","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00cl","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00cn","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00co","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00ct","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00d3","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00d8","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00de","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00df","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00di","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00dk","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00ds","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00dv","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00e6","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00eg","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00em","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00eo","0","0","0","0","1","1","0","20211008","20221003"
"TA+b00ep","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00eq","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00es","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00et","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00eu","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ey","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00f0","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00f1","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00f4","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00f8","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00fh","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00fv","1","1","1","1","0","0","0","20211008","20221003"
"TA+b00fw","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00fy","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00g1","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00g5","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00g6","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00g8","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00ga","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00gj","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00gk","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00gl","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00gq","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00gu","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00gw","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00gx","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00gz","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00h0","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00h1","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00h2","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00h3","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00h5","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00h6","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00h7","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00h8","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00hb","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00hf","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00hr","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00hv","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00i4","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00i5","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00i7","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00ic","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00id","1","0","0","0","0","0","0","20211008","20221003"
"TA+b00ie","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00if","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00ig","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ih","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ii","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ij","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00ik","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00il","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00im","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00in","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00io","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00ip","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00iq","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00ir","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00is","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00it","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00iu","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00iv","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00iw","0","0","0","0","1","1","0","20211008","20221003"
"TA+b00ix","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00iy","0","1","1","1","1","1","0","20211008","20221003"
"TA+b00iz","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00j0","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00j1","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00j2","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00j3","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00j4","1","1","1","1","0","0","0","20211008","20221003"
"TA+b00j5","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00j6","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00j7","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00j8","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00j9","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00ja","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00jb","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00jc","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00jd","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00je","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00jf","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00jg","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00jh","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00ji","1","1","1","1","0","0","0","20211008","20221003"
"TA+b00jj","0","0","0","0","1","1","0","20211008","20221003"
"TA+b00jk","1","1","0","0","0","0","0","20211008","20221003"
"TA+b00jl","0","1","0","0","0","0","0","20211008","20221003"
"TA+b00jm","0","1","1","1","1","0","0","20211008","20221003"
"TA+b00jn","1","0","0","0","0","0","0","20211008","20221003"
"TA+b00jo","1","1","1","1","0","0","0","20211008","20221003"
"TA+b00jp","0","1","0","0","0","0","0","20211008","20221003"
"TA+b00jq","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00jr","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00js","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00jt","0","1","1","1","0","0","0","20211008","20221003"
"TA+b00ju","0","0","1","1","1","0","0","20211008","20221003"
"TA+b00jv","0","0","1","1","1","1","0","20211008","20221003"
"TA+b00jw","0","0","1","0","0","0","0","20211008","20221003"
"TA+b00jx","1","1","1","1","0","0","0","20211008","20221003"
"TA+b00jy","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00jz","0","0","0","1","0","0","0","20211008","20221003"
"TA+b00k0","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00k2","0","0","1","0","0","0","0","20211008","20221003"
"TA+b00k3","0","0","0","1","0","0","0","20211008","20221003"
"TA+b00k4","0","1","0","0","0","0","0","20211008","20221003"
"TA+b00k5","1","0","1","1","0","0","0","20211008","20221003"
"TA+b00k6","0","0","1","0","0","0","0","20211008","20221003"
"TA+b00k7","1","0","0","0","0","0","0","20211008","20221003"
"TA+b00k9","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ka","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00kb","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00kd","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00ke","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00kf","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00kg","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00kh","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00kj","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00kl","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00ko","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00kt","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00l2","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00l4","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00lh","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00lp","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00lx","0","0","0","0","0","1","0","20211008","20221003"
"TA+b00lz","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00m7","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00m8","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00ma","1","1","1","1","0","0","0","20211008","20221003"
"TA+b00mb","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00mc","0","0","0","0","1","0","0","20211008","20221003"
"TA+b00md","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00mk","1","0","0","0","0","0","0","20211008","20221003"
"TA+b00mm","0","1","1","1","1","0","0","20211008","20221003"
"TA+b00mr","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00mz","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00nb","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00ns","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00nw","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00o2","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00o4","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00od","1","1","1","1","1","1","0","20211008","20221003"
"TA+b00of","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00oo","0","0","0","0","0","0","1","20211008","20221003"
"TA+b00ow","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00pb","0","0","0","0","1","1","0","20211008","20221003"
"TA+b00pd","1","1","1","1","0","1","0","20211008","20221003"
"TA+b00pe","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00pj","1","1","1","1","1","0","0","20211008","20221003"
"TA+b00pk","1","1","1","1","1","1","0","20211008","20221003"
"gf","0","0","0","0","1","0","0","20220104","20220630"
"MF-BH","1","1","1","1","1","0","0","20211207","20211223"
"MF-BH#1","0","0","0","0","1","0","0","20211224","20211224"
"MF-BH#2","1","1","1","1","1","0","0","20220104","20220630"
"Mo-Fr","0","0","1","1","1","0","0","20211229","20211231"
"Sat","0","0","0","0","0","1","0","20211207","20211223"
"Sat#1","0","0","0","0","0","1","0","20220101","20220103"
"Sat#2","0","0","0","0","0","1","0","20220104","20220630"
"SuBH","0","0","0","0","0","0","1","20211207","20211223"
"SuBH#1","0","0","0","0","0","0","1","20211226","20211226"
"SuBH#2","1","1","0","0","0","0","0","20211227","20211228"
"SuBH#3","1","0","0","0","0","0","1","20220101","20220103"
"SuBH#4","0","0","0","0","0","0","1","20220104","20220630"
