service_id,date,exception_type
"10891","20220131","2"
"10891","20220207","2"
"10891","20220214","2"
"10891","20220228","2"
"10891","20220307","2"
"10891","20220314","2"
"10891","20220321","2"
"10891","20220328","2"
"10891","20220404","2"
"10891","20220418","2"
"10891","20220425","2"
"10891","20220502","2"
"10891","20220509","2"
"10891","20220516","2"
"10891","20220523","2"
"10892","20211214","2"
"10892","20211221","2"
"10892","20211228","2"
"10892","20220111","2"
"10892","20220118","2"
"10892","20220125","2"
"10892","20220201","2"
"10892","20220208","2"
"10892","20220215","2"
"10892","20220301","2"
"10892","20220308","2"
"10892","20220315","2"
"10892","20220322","2"
"10892","20220329","2"
"10892","20220405","2"
"10892","20220426","2"
"10892","20220503","2"
"10892","20220510","2"
"10892","20220517","2"
"10892","20220524","2"
"10903","20211215","2"
"10903","20211222","2"
"10903","20211229","2"
"10903","20220112","2"
"10903","20220119","2"
"10903","20220126","2"
"10903","20220202","2"
"10903","20220209","2"
"10903","20220216","2"
"10903","20220302","2"
"10903","20220309","2"
"10903","20220316","2"
"10903","20220323","2"
"10903","20220330","2"
"10903","20220406","2"
"10903","20220427","2"
"10903","20220504","2"
"10903","20220511","2"
"10903","20220518","2"
"10903","20220525","2"
"11","20211214","2"
"11","20211221","2"
"11","20220104","2"
"11","20220111","2"
"11","20220118","2"
"11","20220125","2"
"11","20220201","2"
"11","20220208","2"
"11","20220215","2"
"11","20220222","2"
"11","20220301","2"
"11","20220308","2"
"11","20220315","2"
"11","20220322","2"
"11","20220329","2"
"11","20220405","2"
"11","20220412","2"
"11","20220419","2"
"11","20220426","2"
"11","20220503","2"
"11","20220510","2"
"11","20220517","2"
"11","20220524","2"
"11","20220531","2"
"11","20220607","2"
"11","20220614","2"
"11","20220621","2"
"11085","20211217","2"
"11085","20211231","2"
"11085","20220107","2"
"11085","20220114","2"
"11085","20220121","2"
"11085","20220128","2"
"11085","20220204","2"
"11085","20220211","2"
"11085","20220218","2"
"11085","20220225","2"
"11085","20220304","2"
"11085","20220311","2"
"11085","20220318","2"
"11085","20220325","2"
"11085","20220401","2"
"11085","20220408","2"
"11085","20220415","2"
"11085","20220422","2"
"11085","20220429","2"
"11085","20220506","2"
"11085","20220513","2"
"11085","20220520","2"
"11085","20220527","2"
"11097","20211212","2"
"11097","20211219","2"
"11097","20220102","2"
"11097","20220109","2"
"11097","20220116","2"
"11097","20220123","2"
"11097","20220130","2"
"11097","20220206","2"
"11097","20220213","2"
"11097","20220220","2"
"11097","20220227","2"
"11097","20220306","2"
"11097","20220313","2"
"11097","20220320","2"
"11097","20220327","2"
"11097","20220403","2"
"11097","20220410","2"
"11097","20220417","2"
"11097","20220424","2"
"11097","20220501","2"
"11097","20220508","2"
"11097","20220515","2"
"11097","20220522","2"
"11101","20211213","2"
"11101","20211220","2"
"11101","20220103","2"
"11101","20220110","2"
"11101","20220117","2"
"11101","20220124","2"
"11101","20220131","2"
"11101","20220207","2"
"11101","20220214","2"
"11101","20220221","2"
"11101","20220228","2"
"11101","20220307","2"
"11101","20220314","2"
"11101","20220321","2"
"11101","20220328","2"
"11101","20220404","2"
"11101","20220411","2"
"11101","20220418","2"
"11101","20220425","2"
"11101","20220502","2"
"11101","20220509","2"
"11101","20220516","2"
"11101","20220523","2"
"11102","20211214","2"
"11102","20211221","2"
"11102","20220104","2"
"11102","20220111","2"
"11102","20220118","2"
"11102","20220125","2"
"11102","20220201","2"
"11102","20220208","2"
"11102","20220215","2"
"11102","20220222","2"
"11102","20220301","2"
"11102","20220308","2"
"11102","20220315","2"
"11102","20220322","2"
"11102","20220329","2"
"11102","20220405","2"
"11102","20220412","2"
"11102","20220419","2"
"11102","20220426","2"
"11102","20220503","2"
"11102","20220510","2"
"11102","20220517","2"
"11102","20220524","2"
"11103","20211215","2"
"11103","20211222","2"
"11103","20220105","2"
"11103","20220112","2"
"11103","20220119","2"
"11103","20220126","2"
"11103","20220202","2"
"11103","20220209","2"
"11103","20220216","2"
"11103","20220223","2"
"11103","20220302","2"
"11103","20220309","2"
"11103","20220316","2"
"11103","20220323","2"
"11103","20220330","2"
"11103","20220406","2"
"11103","20220413","2"
"11103","20220420","2"
"11103","20220427","2"
"11103","20220504","2"
"11103","20220511","2"
"11103","20220518","2"
"11103","20220525","2"
"11104","20211216","2"
"11104","20211223","2"
"11104","20220106","2"
"11104","20220113","2"
"11104","20220120","2"
"11104","20220127","2"
"11104","20220203","2"
"11104","20220210","2"
"11104","20220217","2"
"11104","20220224","2"
"11104","20220303","2"
"11104","20220310","2"
"11104","20220317","2"
"11104","20220324","2"
"11104","20220331","2"
"11104","20220407","2"
"11104","20220414","2"
"11104","20220421","2"
"11104","20220428","2"
"11104","20220505","2"
"11104","20220512","2"
"11104","20220519","2"
"11104","20220526","2"
"11105","20211217","2"
"11105","20211224","2"
"11105","20220107","2"
"11105","20220114","2"
"11105","20220121","2"
"11105","20220128","2"
"11105","20220204","2"
"11105","20220211","2"
"11105","20220218","2"
"11105","20220225","2"
"11105","20220304","2"
"11105","20220311","2"
"11105","20220318","2"
"11105","20220325","2"
"11105","20220401","2"
"11105","20220408","2"
"11105","20220415","2"
"11105","20220422","2"
"11105","20220429","2"
"11105","20220506","2"
"11105","20220513","2"
"11105","20220520","2"
"11105","20220527","2"
"12","20211215","2"
"12","20211222","2"
"12","20220105","2"
"12","20220112","2"
"12","20220119","2"
"12","20220126","2"
"12","20220202","2"
"12","20220209","2"
"12","20220216","2"
"12","20220223","2"
"12","20220302","2"
"12","20220309","2"
"12","20220316","2"
"12","20220323","2"
"12","20220330","2"
"12","20220406","2"
"12","20220413","2"
"12","20220420","2"
"12","20220427","2"
"12","20220504","2"
"12","20220511","2"
"12","20220518","2"
"12","20220525","2"
"12","20220601","2"
"12","20220608","2"
"12","20220615","2"
"12","20220622","2"
"13","20211216","2"
"13","20211223","2"
"13","20220106","2"
"13","20220113","2"
"13","20220120","2"
"13","20220127","2"
"13","20220203","2"
"13","20220210","2"
"13","20220217","2"
"13","20220224","2"
"13","20220303","2"
"13","20220310","2"
"13","20220317","2"
"13","20220324","2"
"13","20220331","2"
"13","20220407","2"
"13","20220414","2"
"13","20220421","2"
"13","20220428","2"
"13","20220505","2"
"13","20220512","2"
"13","20220519","2"
"13","20220526","2"
"13","20220602","2"
"13","20220609","2"
"13","20220616","2"
"13","20220623","2"
"14","20211217","2"
"14","20211224","2"
"14","20220107","2"
"14","20220114","2"
"14","20220121","2"
"14","20220128","2"
"14","20220204","2"
"14","20220211","2"
"14","20220218","2"
"14","20220225","2"
"14","20220304","2"
"14","20220311","2"
"14","20220318","2"
"14","20220325","2"
"14","20220401","2"
"14","20220408","2"
"14","20220415","2"
"14","20220422","2"
"14","20220429","2"
"14","20220506","2"
"14","20220513","2"
"14","20220520","2"
"14","20220527","2"
"14","20220603","2"
"14","20220610","2"
"14","20220617","2"
"14","20220624","2"
"15","20211218","2"
"15","20211225","2"
"15","20220108","2"
"15","20220115","2"
"15","20220122","2"
"15","20220129","2"
"15","20220205","2"
"15","20220212","2"
"15","20220219","2"
"15","20220226","2"
"15","20220305","2"
"15","20220312","2"
"15","20220319","2"
"15","20220326","2"
"15","20220402","2"
"15","20220409","2"
"15","20220416","2"
"15","20220423","2"
"15","20220430","2"
"15","20220507","2"
"15","20220514","2"
"15","20220521","2"
"15","20220528","2"
"15","20220604","2"
"15","20220611","2"
"15","20220618","2"
"15","20220625","2"
"16","20211213","2"
"16","20211220","2"
"16","20211227","2"
"16","20220110","2"
"16","20220117","2"
"16","20220124","2"
"16","20220131","2"
"16","20220207","2"
"16","20220214","2"
"16","20220221","2"
"16","20220228","2"
"16","20220307","2"
"16","20220314","2"
"16","20220321","2"
"16","20220328","2"
"16","20220404","2"
"16","20220411","2"
"16","20220425","2"
"16","20220509","2"
"16","20220516","2"
"16","20220523","2"
"16","20220530","2"
"16","20220613","2"
"16","20220620","2"
"17","20211216","2"
"17","20211223","2"
"17","20211230","2"
"17","20220106","2"
"17","20220113","2"
"17","20220120","2"
"17","20220127","2"
"17","20220203","2"
"17","20220210","2"
"17","20220217","2"
"17","20220224","2"
"17","20220303","2"
"17","20220310","2"
"17","20220324","2"
"17","20220331","2"
"17","20220407","2"
"17","20220414","2"
"17","20220421","2"
"17","20220428","2"
"17","20220505","2"
"17","20220512","2"
"17","20220519","2"
"17","20220526","2"
"17","20220602","2"
"17","20220609","2"
"17","20220616","2"
"17","20220623","2"
"Mo-Fr","20211227","2"
"y1001","20211226","2"
"y1002","20211224","2"
"y1002","20211231","2"
"y1003","20211227","2"
"y1003","20220103","2"
"y1003","20220418","2"
"y1003","20220502","2"
"y1003","20220606","2"
"y1004","20211230","2"
"y1004","20220317","2"
"y1005","20211229","2"
"y1006","20211217","2"
"y1006","20211231","2"
"y1006","20220107","2"
"y1006","20220114","2"
"y1006","20220121","2"
"y1006","20220128","2"
"y1006","20220204","2"
"y1006","20220211","2"
"y1006","20220218","2"
"y1006","20220225","2"
"y1006","20220304","2"
"y1006","20220311","2"
"y1006","20220318","2"
"y1006","20220325","2"
"y1006","20220401","2"
"y1006","20220408","2"
"y1006","20220415","2"
"y1006","20220422","2"
"y1006","20220429","2"
"y1006","20220506","2"
"y1006","20220513","2"
"y1006","20220520","2"
"y1006","20220527","2"
"y1006","20220603","2"
"y1006","20220610","2"
"y1006","20220617","2"
"y1006","20220624","2"
"y1007","20211228","2"
"y1008","20211225","2"
"y1008","20220101","2"
"y1009","20211212","2"
"y1009","20211219","2"
"y1009","20220102","2"
"y1009","20220109","2"
"y1009","20220116","2"
"y1009","20220123","2"
"y1009","20220130","2"
"y1009","20220206","2"
"y1009","20220213","2"
"y1009","20220220","2"
"y1009","20220227","2"
"y1009","20220306","2"
"y1009","20220313","2"
"y1009","20220320","2"
"y1009","20220327","2"
"y1009","20220403","2"
"y1009","20220410","2"
"y1009","20220417","2"
"y1009","20220424","2"
"y1009","20220501","2"
"y1009","20220508","2"
"y1009","20220515","2"
"y1009","20220522","2"
"y1009","20220529","2"
"y1009","20220605","2"
"y1009","20220612","2"
"y1009","20220619","2"
